,X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,address,street,suffix,site,x_longitude,y_latitude,ObjectId
32141,-7913670.762999999,5204365.268999999,2165,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13.0,--,Boston,Dorchester,1026,Blue Hill Avenue,,2,-71.08971,42.28897,1199
23791,-7912502.131,5213427.319,41733,"Maple, Freeman",Acer x freemanii,1,6-12in,7.0,--,--,Back Bay/Beacon Hill,58,Exeter Street,,7,-71.07921999999999,42.34917,41916
13340,-7915154.207,5209466.424,16113,Honeylocust,Gleditsia triacanthos,1,3-6in,3.0,--,Boston,Jamaica Plain,24,Estrella Street,,3,-71.10304000000001,42.32286,16638
11638,-7914238.047,5213533.209,2620,"Zelkova, Japanese",Zelkova serrata,1,0-3in,2.0,--,--,Fenway/Longwood,30,Bay State Road,,2,-71.09481,42.34987,3193
12472,-7913062.512999999,5206036.953,19156,"Coffeetree, Kentucky",Gymnocladus dioicus,1,3-6in,3.0,--,Boston,Dorchester,44,McLellan Street,,1,-71.08425,42.30008,18313
2055,-7915783.1620000005,5211443.502,41520,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Fenway/Longwood,18,Binney Street,,2,-71.10869,42.33599,41286
5382,-7908730.404,5211676.171,10357,Elm,Ulmus species,1,0-3in,2.0,--,Boston,South Boston,393,West 2nd Street,,1,-71.04533,42.337540000000004,10271
17287,-7922130.598999999,5200961.863,12635,"Lilac, Japanese Tree",Syringa reticulata,1,3-6in,4.0,--,Boston,West Roxbury,3,Salman Street,,3,-71.16571,42.26635,13118
40371,-7916498.946,5209028.149,16433,"Linden, Littleleaf",Tilia cordata,1,18-24in,20.0,--,Boston,Jamaica Plain,71,Moraine Street,,1,-71.11511999999999,42.31995,17208
41246,-7920674.095,5202935.963,13172,"Maple, Norway 'Crimson King'",Acer platanoides 'Crimson King',1,18-24in,21.0,--,Boston,West Roxbury,10,Linnet Street,,1,-71.15263,42.27948,14301
21964,-7908654.122,5214229.211,46489,Honeylocust,Gleditsia triacanthos,1,6-12in,6.0,--,Boston,South Boston,26,Fan Pier Blvd,,4,-71.04465,42.354490000000006,43105
11979,-7910676.538,5207692.797,44527,"Zelkova, Japanese Green Vase",Zelkova serrata 'Green Vase',1,0-3in,2.0,Spring 2024,Boston,Dorchester,147,Hancock Street,,2,-71.06281,42.31108,43620
13307,-7910794.935,5212795.17,10725,Honeylocust,Gleditsia triacanthos,1,3-6in,3.0,--,Boston,South End,341,Harrison Avenue,,2,-71.06388000000001,42.34497,11602
37063,-7907785.97,5211000.016,25913,"Maple, Norway",Acer platanoides,1,12-18in,16.0,--,Boston,South Boston,589,East Sixth Street,,1,-71.03685,42.33305,25878
28792,-7913302.964,5209645.594,2219,"Pear, Callery",Pyrus calleryana,1,6-12in,10.0,--,Boston,Roxbury,62,Regent Street,B,1,-71.08641,42.32405,1180
43982,-7909351.122,5204744.638,17469,"Oak, Pin",Quercus palustris,1,>30in,36.0,--,Boston,Dorchester,23,Boutwell Street,,1,-71.05091,42.2915,17338
39570,-7911323.703,5213140.083000001,28993,Honeylocust,Gleditsia triacanthos,1,18-24in,19.0,--,Boston,South End,400,Tremont Street,,3,-71.06863,42.34726,29519
21593,-7911200.137999999,5203767.73,35047,Ginkgo,Ginkgo biloba,1,6-12in,6.0,--,Boston,Dorchester,101,Ashmont Street,,2,-71.06752,42.285,34491
5940,-7909688.42,5217925.733,37902,"Elm, Valley Forge",Ulmus americana 'Valley Forge',1,0-3in,2.0,Spring 2021,--,Charlestown,41,Medford Street,,4,-71.05394,42.379020000000004,39770
14655,-7913985.909,5203248.018,21956,"Oak, English",Quercus robur,1,3-6in,3.0,--,Boston,Mattapan,1261,Blue Hill Avenue,,4,-71.09254,42.28155,21005
1331,-7919899.757,5203417.591,39553,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Roslindale,674,West Roxbury Parkway,,1,-71.14567,42.28268,38959
6194,-7910249.47,5214047.31,33251,Ginkgo,Ginkgo biloba,1,0-3in,2.0,--,--,Central Boston,106,Bedford Street,,3,-71.05898,42.35328,32694
11915,-7913889.061000001,5209229.291999999,22767,"Zelkova, Japanese Green Vase",Zelkova serrata 'Green Vase',1,0-3in,2.0,Fall 2023,Boston,Roxbury,129,Martin Luther King Jr Boulevard,,1,-71.09167,42.321290000000005,23254
17394,-7912156.373,5212840.655,6688,"Linden, Littleleaf",Tilia cordata,1,3-6in,4.0,--,--,South End,375,Columbus Avenue,,3,-71.07611,42.34527,5116
24742,-7908101.004,5211258.425,32933,Ginkgo,Ginkgo biloba,1,6-12in,8.0,--,Boston,South Boston,102,I Street,,1,-71.03968,42.33477,33335
24994,-7912600.538,5211168.674,27317,Honeylocust,Gleditsia triacanthos,1,6-12in,8.0,--,Boston,Roxbury,5,Thorndike Street,,1,-71.0801,42.33417,26724
42973,-7917159.739,5201109.282,32388,"Linden, Littleleaf",Tilia cordata,1,24-30in,26.0,--,Boston,Hyde Park,949,Hyde Park Avenue,,2,-71.12106,42.26733,31770
43730,-7917526.425,5213903.0030000005,37411,"Elm, American",Ulmus americana,1,>30in,32.0,--,Boston,Allston-Brighton,1079,Commonwealth Avenue,,1,-71.12435,42.35233,37052
35832,-7912027.242000001,5212540.183,16373,"Maple, Norway",Acer platanoides,1,12-18in,15.0,--,Boston,South End,84,Montgomery Street,,1,-71.07495,42.34328,17263
3416,-7919395.478999999,5205051.183999999,15224,Ginkgo,Ginkgo biloba,1,0-3in,1.0,--,Boston,West Roxbury,197,Weld Street,,1,-71.14114000000001,42.29353,15745
9766,-7916277.42,5203569.713,11420,"Oak, Pin",Quercus palustris,1,0-3in,2.0,Spring 2024,Boston,Roslindale,675,American Legion Highway,,14,-71.11313,42.28369,10918
17930,-7917209.164,5197287.055,29949,"Maple, Red",Acer rubrum,1,3-6in,4.0,--,Boston,Hyde Park,130,Faraday Street,,2,-71.1215,42.24192,29843
38251,-7922802.969,5214136.938,36947,"Maple, Red",Acer rubrum,1,12-18in,17.0,--,Boston,Allston-Brighton,73,Hunnewell Avenue,,1,-71.17175,42.35388,36725
8677,-7921984.771000001,5203643.141,39441,"Maple, purple blow",Acer truncatum,1,0-3in,2.0,Spring 2021,Boston,West Roxbury,122,Dent Street,,1,-71.1644,42.28418,38791
22324,-7916949.79,5215661.795,25823,"Maple, Norway",Acer platanoides,1,6-12in,6.0,--,Boston,Allston-Brighton,130,Western Avenue,,7,-71.11917,42.364,25765
41620,-7912921.137999999,5207570.291999999,22614,"Linden, Littleleaf",Tilia cordata,1,18-24in,22.0,--,Boston,Roxbury,630,Warren Street,,1,-71.08298,42.31027,23103
41971,-7917691.177999999,5200661.165,20851,Honeylocust,Gleditsia triacanthos,1,18-24in,23.0,--,Boston,Hyde Park,6,Magee Street,,1,-71.12583000000001,42.26435,20309
32765,-7918556.7979999995,5204778.046,33789,"Hornbeam, American",Carpinus caroliniana,1,12-18in,13.0,--,Boston,Roslindale,35,Knoll Street,,1,-71.13361,42.29172,34569
43438,-7922186.704,5214281.248,24160,"Basswood, American",Tilia americana,1,24-30in,29.0,--,Boston,Allston-Brighton,22,Hardwick Street,,1,-71.16620999999999,42.35484,22505
8960,-7918784.335,5214089.036,26225,"Maple, Red",Acer rubrum,1,0-3in,2.0,--,Boston,Allston-Brighton,223,Craftsman Street,,1,-71.13565,42.353559999999995,26471
22907,-7912513.708,5208031.682,2196,"Plum, Cherry",Prunus cerasifera,2,6-12in,6.0,--,Boston,Dorchester,322,Blue Hill Avenue,A,2,-71.07932,42.313340000000004,1170
23001,-7916218.421,5209001.953,16525,"Zelkova, Japanese",Zelkova serrata,1,6-12in,6.0,--,Boston,Jamaica Plain,13,Moraine Street,,1,-71.1126,42.31978,17364
9562,-7912167.505,5204729.74,30700,"Oak, Hybrid English",Quercus robur x bicolor,1,0-3in,2.0,Spring 2024,Boston,Dorchester,247,Talbot Avenue,,3,-71.07621,42.2914,30812
35901,-7907777.063999999,5211524.521000001,26265,"Maple, Norway",Acer platanoides,1,12-18in,15.0,--,Boston,South Boston,576,East 3rd Street,,1,-71.03676999999999,42.336529999999996,26654
24115,-7911177.207,5203788.194,35046,"Oak, Shumard",Quercus shumardii,1,6-12in,7.0,--,Boston,Dorchester,101,Ashmont Street,,1,-71.06730999999999,42.285140000000006,34490
3673,-7917295.994,5200192.613,30528,"Maple, Amur",Acer ginnala,1,0-3in,1.0,--,Boston,Hyde Park,1120,Hyde Park Avenue,,1,-71.12228,42.26124,31335
31423,-7920517.022999999,5204578.803,38395,"Maple, Freeman",Acer x freemanii,1,12-18in,12.0,--,Boston,West Roxbury,68,Greaton Road,,3,-71.15120999999999,42.29039,37853
6703,-7912386.091,5213680.941000001,7389,Honeylocust,Gleditsia triacanthos,1,0-3in,2.0,--,Boston,Back Bay/Beacon Hill,149,Newbury Street,,2,-71.07817,42.35085,7357
430,-7911500.933999999,5213138.425,28562,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,South End,1,Chandler Street,,1,-71.07021999999999,42.34725,28573
18358,-7915060.698,5212572.263,29133,"Oak, Swamp White",Quercus bicolor,1,3-6in,4.0,--,Boston,Fenway/Longwood,1395,Boylston Street,,4,-71.1022,42.34349,29900
12036,-7915259.035,5200409.392,38853,"Zelkova, Musashino",Zelkova serrata 'Musashino',1,0-3in,2.0,Spring 2023,Boston,Hyde Park,12,Coronado Road,,2,-71.10398,42.262679999999996,39230
24582,-7909145.204,5203633.951,42578,Crabapple spp.,Malus spp.,1,6-12in,8.0,--,Boston,Dorchester,17,Stock Street,,1,-71.04906,42.28411,40664
12461,-7915673.401000001,5210199.235,9615,"Coffeetree, Kentucky",Gymnocladus dioicus,1,3-6in,3.0,--,Boston,Mission Hill,105,Lawn Street,,1,-71.1077,42.327729999999995,7589
9134,-7914646.59,5208910.116,41053,"Maple, Red",Acer rubrum,1,0-3in,2.0,Spring 2022,Boston,Jamaica Plain,1853,Columbus Avenue,,1,-71.09848000000001,42.31917,42362
40945,-7918440.357999999,5213244.614,36547,Honeylocust,Gleditsia triacanthos,1,18-24in,21.0,--,Boston,Allston-Brighton,32,Brainerd Road,,1,-71.13256,42.34795,35462
25526,-7918030.257,5213947.892,26271,"Maple, Red",Acer rubrum,1,6-12in,8.0,--,Boston,Allston-Brighton,67,Brighton Avenue,,3,-71.12888000000001,42.35262,26671
11504,-7916559.315,5202920.567,44872,Tulip Tree,Liriodendron tulipifera,1,0-3in,2.0,Spring 2024,Boston,Roslindale,10,Gilman Street,,4,-71.11565999999999,42.27937,44093
20376,-7910971.932999999,5217061.078,4062,"Maple, Red",Acer rubrum,1,3-6in,5.0,--,--,Charlestown,50,Washington Street,,1,-71.06546999999999,42.373290000000004,3922
30741,-7913454.357999999,5212854.512,27953,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12.0,--,Boston,Fenway/Longwood,41,Edgerly Road,,1,-71.08776999999999,42.34536,29476
7682,-7916289.109,5209461.756,16638,"Lilac, Japanese Tree",Syringa reticulata,1,0-3in,2.0,--,Boston,Jamaica Plain,30,Zamora Street,,2,-71.11324,42.322829999999996,15063
30308,-7911652.095,5212210.804,2360,"Pagoda Tree, Japanese",Sophora japonica,1,6-12in,11.0,--,Boston,South End,7,West Dedham Street,b,1,-71.07158000000001,42.34109,1376
30026,-7911524.635,5212615.94,17861,"Maple, Norway",Acer platanoides,1,6-12in,11.0,--,Boston,South End,28,Hanson Street,,1,-71.07043,42.343779999999995,18736
30253,-7910857.831,5218071.155,1114,"Oak, Pin",Quercus palustris,1,6-12in,11.0,--,--,Charlestown,261,Bunker Hill Street,,1,-71.06445,42.37999,63
16432,-7914046.578,5211830.683999999,18924,Ginkgo,Ginkgo biloba,1,3-6in,4.0,--,Boston,Fenway/Longwood,452,Huntington Avenue,,2,-71.09309,42.338570000000004,19467
15551,-7907114.156,5215790.912,2589,"Zelkova, Japanese",Zelkova serrata,1,3-6in,3.0,--,--,East Boston,489,Sumner Street,,1,-71.03081999999999,42.36486,3126
30889,-7916626.964,5203014.051,11390,"Elm, American",Ulmus americana,1,12-18in,12.0,--,Boston,Roslindale,814,American Legion Highway,,2,-71.11627,42.279990000000005,10899
23460,-7911392.052999999,5215108.8889999995,8153,Honeylocust,Gleditsia triacanthos,1,6-12in,7.0,--,--,Back Bay/Beacon Hill,71,Phillips Street,,1,-71.06924000000001,42.36033,9659
43467,-7918770.977000001,5205396.267,15430,"Linden, Littleleaf",Tilia cordata,1,24-30in,29.0,--,Boston,West Roxbury,14,Buchanan Road,,1,-71.13553,42.29583,15943
25631,-7910813.86,5217351.447,7688,"Oak, Pin",Quercus palustris,1,6-12in,8.0,--,--,Charlestown,153,Main Street,,1,-71.06405,42.375209999999996,9154
24404,-7907845.414,5216106.2530000005,5283,Apple/Crabapple,Malus species,1,6-12in,8.0,--,--,East Boston,90,Webster Street,,1,-71.03738,42.36695,6079
30182,-7912069.544,5210396.789,21142,"Maple, Red",Acer rubrum,1,6-12in,11.0,--,Boston,Roxbury,121,Hampden Street,,2,-71.07533000000001,42.32904,21077
233,-7915106.896000001,5208018.886,15725,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Jamaica Plain,44,Marmion Street,,2,-71.10262,42.31325,16262
39434,-7906695.484,5217997.313999999,9071,"Basswood, American",Tilia americana,1,18-24in,19.0,--,--,East Boston,387,Chelsea Street,,1,-71.02705,42.3795,8836
2081,-7917574.292,5213826.933999999,41462,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Allston-Brighton,1106,Commonwealth Avenue,,3,-71.12478,42.351820000000004,41354
1675,-7910676.937000001,5205515.762,40455,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Dorchester,31,Bourneside Street,,2,-71.06282,42.296620000000004,40154
3263,-7910851.708,5208110.414,20175,Apple/Crabapple,Malus species,1,0-3in,1.0,--,Boston,Dorchester,23,Rowell Street,,1,-71.06439,42.31386,21413
17841,-7921663.057,5200296.399,12535,"Maple, Red",Acer rubrum,1,3-6in,4.0,--,Boston,West Roxbury,119,Stimson Street,,1,-71.16150999999999,42.26193,12393
24823,-7910198.262999999,5215576.522,4704,Honeylocust,Gleditsia triacanthos,1,6-12in,8.0,--,--,Central Boston,830,Haymarket Square,,7,-71.05852,42.36343,4700
2593,-7910786.341,5213424.473,7824,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,--,Central Boston,800,Washington Street,,1,-71.0638,42.34915,9328
22021,-7911499.142000001,5203617.261,16704,"Lilac, Japanese Tree",Syringa reticulata,1,6-12in,6.0,--,Boston,Dorchester,69,Burt Street,,1,-71.07021,42.284,15180
29214,-7911246.892999999,5205323.126,32183,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11.0,--,Boston,Dorchester,38,Tremlett Street,,1,-71.06794000000001,42.29534,31422
9267,-7914979.435,5201799.624,40993,"Maple, Red 'October Glory'",Acer rubrum 'October Glory',1,0-3in,2.0,Spring 2022,Boston,Mattapan,15,Corman Road,,1,-71.10146999999999,42.27192,42158
2608,-7917379.482999999,5204980.603999999,11890,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,Roslindale,569,South Street,,1,-71.12303,42.29306,12062
5610,-7914490.742000001,5212530.092,41583,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,0-3in,2.0,Fall 2021,Boston,Fenway/Longwood,108,Jersey Street,,1,-71.09708,42.34321,41698
6354,-7921830.0370000005,5213475.518999999,41284,Goldenrain Tree,Koelreuteria paniculata,1,0-3in,2.0,Fall 2021,Boston,Allston-Brighton,11,Fairbanks Street,,1,-71.16301,42.34949,42473
34466,-7910296.223999999,5203337.694,17428,"Maple, Norway",Acer platanoides,1,12-18in,14.0,--,Boston,Dorchester,31,Verdun Street,,1,-71.0594,42.28215,17201
26697,-7917324.491,5200180.279,19900,"Linden, Littleleaf",Tilia cordata,1,6-12in,9.0,--,Boston,Hyde Park,1121,Hyde Park Avenue,,1,-71.12254,42.26116,17759
24114,-7912250.994,5212737.183,6502,"Oak, Shingle",Quercus imbricaria,1,6-12in,7.0,--,--,South End,405,Columbus Avenue,,5,-71.07696,42.344590000000004,6989
43569,-7912427.436000001,5214138.143,7948,"Linden, Littleleaf",Tilia cordata,1,>30in,30.0,--,--,Back Bay/Beacon Hill,222,Beacon Street,,1,-71.07854,42.35389,9721
40649,-7914187.953,5202882.401000001,21396,"Maple, Red",Acer rubrum,1,18-24in,20.0,--,Boston,Mattapan,25,Hazleton Street,,2,-71.09436,42.27912,21981
28494,-7909328.301,5211495.4569999995,26741,"Maple, Norway",Acer platanoides,1,6-12in,10.0,--,Boston,South Boston,207,West Fifth Street,,1,-71.0507,42.33634,26329
26225,-7911347.08,5204033.466,16794,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,9.0,--,Boston,Dorchester,25,Harley Street,,2,-71.06884000000001,42.286770000000004,15230
1175,-7910468.768999999,5205815.259,39395,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Dorchester,0,Dorchester Avenue,,1,-71.06095,42.29861,38713
40268,-7913052.495,5208963.863,22901,Honeylocust,Gleditsia triacanthos,1,18-24in,20.0,--,Boston,Roxbury,40,North Charlame Terrace,,1,-71.08416,42.31953,23263
39846,-7913036.91,5201777.209,21317,"Maple, Norway",Acer platanoides,1,18-24in,19.0,--,Boston,Mattapan,15,Newcroft Circle,,1,-71.08402,42.271770000000004,21656
11478,-7920426.2979999995,5202453.307,39899,Tulip Tree,Liriodendron tulipifera,1,0-3in,2.0,Spring 2022,Boston,West Roxbury,12,Tennyson Street,,1,-71.1504,42.276270000000004,38157
33368,-7912244.76,5213382.584,6847,"Pear, Callery",Pyrus calleryana,1,12-18in,13.0,--,--,Back Bay/Beacon Hill,200,Dartmouth Street,,7,-71.0769,42.34887,5294
39269,-7922466.784,5213647.384,24081,"Pear, Callery",Pyrus calleryana,1,18-24in,18.0,--,Boston,Allston-Brighton,25,Tremont Street,,4,-71.16873000000001,42.350629999999995,24973
37803,-7909874.323,5208143.081,35547,Honeylocust,Gleditsia triacanthos,1,12-18in,17.0,--,Boston,Dorchester,28,Auckland Street,,1,-71.05561,42.31408,37125
39080,-7919533.515,5198573.241,30579,"Maple, Norway",Acer platanoides,1,18-24in,18.0,--,Boston,Hyde Park,6,Senders Court,,1,-71.14238,42.25047,30690
31669,-7919543.534,5199081.568,35903,"Maple, Norway 'Crimson King'",Acer platanoides 'Crimson King',1,12-18in,12.0,--,Boston,Hyde Park,33,Alwin Street,,1,-71.14246999999999,42.25385,35893
17995,-7920683.446,5213637.593,37031,"Maple, Red",Acer rubrum,1,3-6in,4.0,--,Boston,Allston-Brighton,375,Market Street,,2,-71.15271,42.350559999999994,37096
30902,-7919352.065,5203165.565,11594,"Elm, Siberian",Ulmus pumila,1,12-18in,12.0,--,Boston,Roslindale,236,Beech Street,,1,-71.14075,42.281000000000006,11152
14067,-7919299.0770000005,5204473.766,33911,"Linden,Littleleaf 'Greenspire'",Tilia cordata 'Greenspire',1,3-6in,3.0,--,Boston,Roslindale,66,Bradfield Avenue,,1,-71.14027,42.2897,34800
15769,-7920289.375,5214440.323,29467,Apple/Crabapple,Malus species,1,3-6in,4.0,--,Boston,Allston-Brighton,214,North Beacon Street,,1,-71.14917,42.35589,28467
2761,-7909430.158,5210501.59,25597,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,South Boston,1196,Columbia Road,,2,-71.05162,42.32974,25485
2004,-7907116.938999999,5211263.545,41419,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,South Boston,821,East 4th Street,,1,-71.03084,42.3348,41159
31951,-7913636.922,5212881.472,28152,"Pear, Callery",Pyrus calleryana,1,12-18in,12.0,--,Boston,Fenway/Longwood,39,Hemenway Street,,1,-71.08941,42.34554,27578
21362,-7919446.017999999,5214574.846,26181,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,6.0,--,Boston,Allston-Brighton,178,Guest Street,,7,-71.14159000000001,42.35678,26284
30029,-7917555.368,5201298.673,20667,"Maple, Norway",Acer platanoides,1,6-12in,11.0,--,Boston,Hyde Park,90,Sherrin Street,,1,-71.12461,42.26859,20083
19883,-7920302.065,5213437.712,36757,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,Boston,Allston-Brighton,736,Cambridge Street,,12,-71.14928,42.34924,36411
17812,-7910857.274,5214855.196,8134,"Maple, Red",Acer rubrum,1,3-6in,4.0,--,--,Back Bay/Beacon Hill,73,Hancock Street,,1,-71.06444,42.35865,9204
31509,-7921852.967999999,5203338.296,10946,"Maple, Norway",Acer platanoides,1,12-18in,12.0,--,Boston,West Roxbury,61,Perham Street,,1,-71.16322,42.28215,12067
1444,-7919309.318,5213259.073,38987,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Allston-Brighton,3671,Commonwealth Avenue,a,1,-71.14036999999999,42.34805,39220
25811,-7909589.902000001,5208391.777,19103,"Pear, Callery",Pyrus calleryana,1,6-12in,8.0,--,Boston,Dorchester,78,Romsey Street,,1,-71.05305,42.31573,18170
16609,-7912132.996,5204984.517,1492,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,Boston,Dorchester,81,Wheatland Avenue,,1,-71.0759,42.29309,490
3445,-7915072.943,5207727.9,34831,Ginkgo,Ginkgo biloba,2,0-3in,1.0,--,Boston,Jamaica Plain,4,Peter Parley Road,,1,-71.10231,42.31132,33824
35889,-7907173.712,5210889.186000001,25228,"Maple, Norway",Acer platanoides,1,12-18in,15.0,--,Boston,South Boston,721,East Seventh Street,,1,-71.03135,42.33231,25154
27096,-7913191.643999999,5210967.791,9792,"Oak, Pin",Quercus palustris,1,6-12in,9.0,--,Boston,Roxbury,50,Ruggles Street,,2,-71.08541,42.332840000000004,7778
7070,-7910808.294,5204486.407,35111,Honeylocust,Gleditsia triacanthos,1,0-3in,2.0,--,Boston,Dorchester,155,Welles Avenue,,1,-71.064,42.28978,36081
22457,-7913090.342999999,5211342.304,30729,"Maple, Red",Acer rubrum,1,6-12in,6.0,--,Boston,Roxbury,77,Windsor Street,,1,-71.0845,42.33532,31650
25928,-7921965.846,5204511.086,14004,"Redbud, Eastern",Cercis canadensis,1,6-12in,8.0,--,Boston,West Roxbury,56,Addington Road,,1,-71.16423,42.28994,12980
11730,-7911966.016,5207933.531,20874,"Zelkova, Japanese",Zelkova serrata,1,0-3in,2.0,--,Boston,Dorchester,208,Quincy Street,,1,-71.0744,42.31268,20291
15191,-7912822.062999999,5212787.187,6470,"Pear, Callery",Pyrus calleryana,1,3-6in,3.0,--,--,Back Bay/Beacon Hill,150,Huntington Avenue,,8,-71.08209000000001,42.34492,6861
41162,-7916566.851,5209012.04,16606,"Maple, Norway",Acer platanoides,1,18-24in,21.0,--,Boston,Jamaica Plain,84,Moraine Street,,2,-71.11573,42.31985,15033
42611,-7920308.299,5203413.528,13331,"Planetree, London",Platanus x acerifolia,1,24-30in,24.0,--,Boston,West Roxbury,108,Stratford Street,,2,-71.14934000000001,42.28265,14602
10675,-7916453.063999999,5200504.103999999,42191,"Oak, Willow",Quercus phellos,1,0-3in,2.0,Spring 2022,Boston,Hyde Park,440,Huntington Avenue,,2,-71.11471,42.26331,41514
1139,-7913251.2,5207148.813999999,39353,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Roxbury,15,Wayne Street,,1,-71.08595,42.30747,38657
2464,-7920614.427999999,5213787.771000001,41309,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Allston-Brighton,333,Market Street,,2,-71.15209,42.35156,42452
31913,-7914908.191000001,5208032.886,15645,"Pear, Callery",Pyrus calleryana,1,12-18in,12.0,--,Boston,Jamaica Plain,3171,Washington Street,,1,-71.10083,42.313340000000004,16109
12492,-7909429.045,5204607.546,17520,"Crabapple, Snowdrift",Malus x 'Snowdrift',1,3-6in,3.0,--,Boston,Dorchester,25,Arbroth Street,,1,-71.05161,42.29058,17373
3426,-7910169.32,5204453.602,25935,Ginkgo,Ginkgo biloba,7,0-3in,1.0,--,Boston,Dorchester,96,Msgr Patrick J Lydon Way,,1,-71.05826,42.289559999999994,25945
26085,-7911435.022000001,5213407.136,7571,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9.0,--,--,Central Boston,132,Arlington Street,,2,-71.06963,42.34903,7458
4448,-7915401.336,5209685.192,34940,"Cherry, Okame",Prunus 'Okame',1,0-3in,2.0,--,Boston,Jamaica Plain,24,Gay Head Street,,2,-71.10526,42.32432,33962
8568,-7914430.63,5203666.313999999,38848,"Maple, Hedge",Acer campestre,1,0-3in,2.0,Fall 2021,Boston,Mattapan,34,Westmore Road,,1,-71.09654,42.28433,39225
28782,-7912656.197000001,5206063.593,14112,"Pagoda Tree, Japanese",Sophora japonica,1,6-12in,10.0,--,Boston,Dorchester,36,Harlem Street,,2,-71.0806,42.300259999999994,14366
27575,-7915495.957,5212298.908,37525,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10.0,--,Boston,Fenway/Longwood,65,Pilgrim Road,,3,-71.10611,42.34167,37336
43894,-7920642.257999999,5203059.34,34399,"Oak, Pin",Quercus palustris,1,>30in,34.0,--,Boston,West Roxbury,21,Danville Street,,1,-71.15234,42.2803,34070
34572,-7919419.97,5203927.231000001,33648,"Maple, Norway",Acer platanoides,1,12-18in,14.0,--,Boston,Roslindale,246,Belgrade Avenue,,1,-71.14135999999999,42.28606,32948
29352,-7911351.533,5212538.526000001,3,Ginkgo,Ginkgo biloba,1,6-12in,11.0,--,Boston,South End,261,Shawmut Avenue,,1,-71.06888000000001,42.343270000000004,502
7672,-7921100.449,5202961.842,13014,"Lilac, Japanese Tree",Syringa reticulata,1,0-3in,2.0,--,Boston,West Roxbury,352,Lagrange Street,,1,-71.15646,42.27965,13523
18159,-7910454.2979999995,5215274.155,4549,"Oak, Pin",Quercus palustris,1,3-6in,4.0,--,--,Central Boston,24,Sudbury Street,,2,-71.06081999999999,42.36143,4516
23272,-7908457.306,5213908.252,46722,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,7.0,--,Boston,South Boston,200,Pier 4 Blvd,,7,-71.04288000000001,42.35236,42575
3378,-7909923.304,5212360.958000001,30926,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,0-3in,1.0,--,Boston,South Boston,55,West Broadway,,2,-71.05605,42.34209,32209
22623,-7913015.759,5211286.586,27417,"Oak, Pin",Quercus palustris,1,6-12in,6.0,--,Boston,Roxbury,53,Windsor Street,,1,-71.08383,42.33495,26921
26115,-7907862.78,5211558.706,26042,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9.0,--,Boston,South Boston,187,K Street,,1,-71.03754,42.33676,26048
41444,-7911402.295,5214991.985,2434,"Basswood, American",Tilia americana,1,18-24in,22.0,--,--,Back Bay/Beacon Hill,77,Revere Street,A,1,-71.06934,42.35955,1444
24620,-7909280.99,5203444.524,17849,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,8.0,--,Boston,Dorchester,10,Grayson Street,,1,-71.05028,42.28286,18676
44114,-7908646.469,5211068.985,25953,"Basswood, American",Tilia americana,1,>30in,45.0,--,Boston,South Boston,5,Thomas Park,,1,-71.04458000000001,42.33351,25930
35831,-7910389.732000001,5202736.76,17402,"Maple, Norway",Acer platanoides,1,12-18in,15.0,--,Boston,Dorchester,83,Hillsdale Street,,2,-71.06024000000001,42.27815,17246
