,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
741,1309,181,769159.312,2952440.547,182,,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,GLOU,BOYLSTON ST,1.0,,-71.082004,42.348888,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AB,AB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BOYLSTON ST
METER_TYPE：SINGLE-SPACE"
1013,467,3438,773261.2644,2955358.22,3439,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPRU,BEACON ST,1.0,,-71.066775,42.356838,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
439,1511,5838,772062.0405,2948516.95,5839,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,E BR,HARRISON AV,1.0,,-71.071339,42.338082,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HB,HB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
271,1966,2316,771284.4964,2948616.917,2317,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,E CO,WASHINGTON ST,1.0,,-71.074213,42.338367,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CE,CE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
184,807,4104,767770.5109999998,2951353.62,4105,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HAVI,MASSACHUSETTS AV,1.0,,-71.087161,42.345924,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MASSACHUSETTS AV
METER_TYPE：SINGLE-SPACE"
939,1159,5628,750785.8301,2947733.625,5629,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,AYR/,BEACON ST,1.0,,-71.150044,42.336199,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GE,GE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
244,1394,2698,769912.8994,2949113.02,2699,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,W SP,TREMONT ST,1.0,,-71.079277,42.339746999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
931,1591,135,777482.2868,2957433.2410000013,136,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,COMM,ATLANTIC AV,1.0,,-71.051118,42.362472,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AA,AA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ATLANTIC AV
METER_TYPE：SINGLE-SPACE"
445,576,4559,764742.8668,2948628.192,4560,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,FENW,EVANS WY,1.0,,-71.09840799999998,42.338485,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,629.0,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
596,1554,1657,775728.5869,2952783.0760000013,1658,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,KNEE,SOUTH ST,1.0,,-71.05769599999998,42.349737,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,241.0,,0CA,CA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SOUTH ST
METER_TYPE：SINGLE-SPACE"
817,1574,6134,764646.6498,2952873.315,6135,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,DEER,BAY STATE RD,1.0,,-71.09869,42.350134999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
1272,504,1421,776571.6942,2955479.135,1422,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,FRAN,OLIVER ST,1.0,,-71.054525,42.357123,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:OLIVER ST
METER_TYPE：SINGLE-SPACE"
1676,1438,2431,771103.3793,2948502.312,2432,,IPS,11:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-11:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,RUTL,WASHINGTON ST,1.0,,-71.074885,42.338055,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CE,CE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
486,715,4030,766818.7878,2952114.695,4031,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MASS,NEWBURY EXT,1.0,,-71.09066800000002,42.348025,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
680,1368,5144,763893.4361,2951912.433,5145,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,MAIT,BEACON ST,1.0,,-71.101493,42.34750800000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,697.0,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
415,1407,26,769244.8322,2952806.488,27,450029.0,Parkeon,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,EXET,NEWBURY ST E-F,1.0,,-71.081681,42.349891,,,,29.0,1.0,MULTI-SPACE STALL,NO,DISTRICT 0,,895.0,0MS,MS,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST E-F
METER_TYPE：MULTI-SPACE STALL"
273,1624,4302,769206.2365,2951029.713,4303,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CUMB,HUNTINGTON AV,1.0,,-71.081856,42.345015999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HUNTINGTON AV
METER_TYPE：SINGLE-SPACE"
1471,1787,4180,766216.9619,2951904.091,4181,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BOYL,IPSWICH ST,1.0,,-71.09289799999998,42.347455,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:IPSWICH ST
METER_TYPE：SINGLE-SPACE"
1829,1891,183,769148.9462,2952680.29,184,,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,BOYL,FAIRFIELD ST,1.0,,-71.082038,42.349546000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,18.0,,0AB,AB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FAIRFIELD ST
METER_TYPE：SINGLE-SPACE"
1454,1718,6792,759465.6893,2953243.832,6793,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,PLEA,COMMONWEALTH AV,1.0,,-71.11785,42.351217,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
250,1004,6266,764184.5185,2952964.439,6267,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,BACK,SILBER WY,1.0,,-71.100398,42.350390999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SILBER WY
METER_TYPE：SINGLE-SPACE"
413,941,3347,772129.2306,2956712.912,3348,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,REVE,CHARLES ST,1.0,,-71.070938,42.360571,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHARLES ST
METER_TYPE：SINGLE-SPACE"
1385,616,3608,770548.0353,2954225.075,3609,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,MARL,CLARENDON ST,1.0,,-71.07683399999998,42.353766,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
1307,169,5766,773232.2819,2948501.724,5767,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,E NE,ALBANY ST,1.0,,-71.067011,42.338024,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
715,589,4020,767024.4849,2952119.327,4021,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MASS,NEWBURY EXT,1.0,,-71.089907,42.348034999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
310,1091,5420,756130.4519,2952520.684,5421,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BROO,HARVARD AV,1.0,,-71.1302,42.349273,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARVARD AV
METER_TYPE：SINGLE-SPACE"
926,571,5004,764450.8893,2951041.876,5005,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,YAWK,VAN NESS ST,1.0,,-71.099446,42.345112,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:VAN NESS ST
METER_TYPE：SINGLE-SPACE"
381,887,486,779238.302,2950681.298,487,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ANCH,D STREET,1.0,,-71.044754,42.343919,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1565,980,1188,776402.6968,2955647.347,1189,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MILK,KILBY ST,1.0,,-71.05514699999998,42.357587,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:KILBY ST
METER_TYPE：SINGLE-SPACE"
425,1800,6597,761232.0605,2953094.38,6598,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BU B,COMMONWEALTH AV,1.0,,-71.11131800000003,42.350784999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1874,492,6897,758311.7182,2953915.432,6898,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BABC,GARDNER ST,1.0,,-71.122108,42.353074,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GARDNER ST
METER_TYPE：SINGLE-SPACE"
532,15,5571,750762.0604,2947398.256,5572,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BEAC,CHESTNUT HILL AV,1.0,,-71.150137,42.335279,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GE,GE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHESTNUT HILL AV
METER_TYPE：SINGLE-SPACE"
752,1630,4999,764493.5408,2951515.4680000013,5000,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,KILM,BROOKLINE AV,1.0,,-71.09928000000002,42.346410999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
765,1050,3614,770496.8284,2954358.202,3615,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,MARL,CLARENDON ST,1.0,,-71.077021,42.354132,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
1356,1401,4294,769065.302,2950881.7939999998,4295,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CUMB,HUNTINGTON AV,1.0,,-71.08238,42.344612,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HUNTINGTON AV
METER_TYPE：SINGLE-SPACE"
408,1022,425,778495.3127,2949880.704,426,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,FARG,D STREET,1.0,,-71.04751800000003,42.34173300000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1614,469,3426,773009.2426,2955273.488,3427,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,CHAR,BEACON ST,1.0,,-71.067709,42.35660900000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
694,1220,5595,750950.7365,2947739.405,5596,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,AYR/,BEACON ST,1.0,,-71.149434,42.336213,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GE,GE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1738,1648,5964,772411.9243,2948833.941,5965,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,E CA,HARRISON AV,1.0,,-71.07003900000002,42.338947,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
548,1909,6066,772665.0714,2948442.73,6067,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ALBA,E CANTON ST,1.0,,-71.06911,42.33787,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:E CANTON ST
METER_TYPE：SINGLE-SPACE"
936,375,5107,763437.5597,2951817.7430000002,5108,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,MOUN,BEACON ST,1.0,,-71.103181,42.347254,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1389,969,2505,773236.047,2952073.499,2506,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,SHAW,MARGINAL RD,1.0,,-71.06693,42.347825,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CF,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MARGINAL RD
METER_TYPE：SINGLE-SPACE"
1607,1948,6775,758749.5907,2953252.296,6776,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BABC,COMMONWEALTH AV,1.0,,-71.120499,42.351248999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,854.0,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1939,646,5799,773501.0048,2948825.608,5800,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,MALD,ALBANY ST,1.0,,-71.066011,42.338909,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
1481,656,6822,760448.7333,2953083.9,6823,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,ST P,COMMONWEALTH AV,1.0,,-71.114216,42.350766,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
182,1818,2656,771492.2004,2950334.772,2657,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,UNIO,TREMONT ST,1.0,,-71.073413,42.34307800000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
1940,1842,1611,775707.0391,2954332.15,1612,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SUMM,DEVONSHIRE ST,1.0,,-71.057746,42.353988,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DEVONSHIRE ST
METER_TYPE：SINGLE-SPACE"
1160,1506,4857,761843.6252,2948174.1319999998,4858,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,DEAC,BROOKLINE AV,1.0,,-71.109139,42.337276,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FD,FD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
170,1120,2706,770712.3532,2949713.91,2707,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,W NE,TREMONT ST,1.0,,-71.076309,42.341384999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
292,1433,1544,775290.6206,2953733.79,1545,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ESSE,KINGSTON ST,1.0,,-71.059298,42.352352,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:KINGSTON ST
METER_TYPE：SINGLE-SPACE"
561,1980,4855,761888.5145,2948231.5530000012,4856,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,DEAC,BROOKLINE AV,1.0,,-71.108972,42.337433000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FD,FD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
1456,789,681,778846.793,2953179.92,682,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,CONG,BOSTON WHARF RD,1.0,,-71.046153,42.350781,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AF,AF,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:BOSTON WHARF RD
METER_TYPE：SINGLE-SPACE"
1876,187,5658,750374.719,2947899.578,5659,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BEAC,CHESTNUT HILL AV,1.0,,-71.151562,42.336659000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GE,GE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHESTNUT HILL AV
METER_TYPE：SINGLE-SPACE"
